word,is_passed
abandon,False
abandoned,False
ability,False
able,False
about,False
above,True
abroad,False
absence,False
absent,False
absolute,False
absolutely,False
absorb,False
abuse,False
academic,False
accent,False
accept,False
acceptable,False
access,True
accident,True
accidental,False
accidentally,True
accommodation,False
accompany,False
according to,False
account,False
account for,False
accurate,False
accurately,False
accuse,False
achieve,False
achievement,False
acid,False
acknowledge,False
a couple,False
acquire,False
across,False
act,True
action,False
active,True
actively,False
activity,False
actor,False
actress,False
actual,False
actually,False
ad,False
adapt,False
add,False
addition,False
additional,False
add on,False
address,False
add up,False
add up to,False
adequate,False
adequately,False
adjust,False
admiration,True
admire,False
admit,False
adopt,False
adult,False
advance,False
advanced,False
advantage,False
adventure,False
advert,False
advertise,False
advertisement,False
advertising,False
advice,False
advise,False
affair,False
affect,False
affection,False
afford,True
afraid,False
after,False
afternoon,False
afterwards,False
again,False
against,False
age,True
aged,False
agency,False
agent,False
aggressive,False
ago,False
agree,True
agreement,False
ahead,False
aid,False
aim,False
air,True
aircraft,False
airport,False
alarm,False
alarmed,False
alarming,False
alcohol,False
alcoholic,True
alive,False
all,False
allied,False
allow,False
allow for,False
all right,False
ally,False
almost,False
alone,True
along,False
alongside,False
aloud,False
alphabet,False
alphabetical,False
alphabetically,False
already,False
also,False
alter,False
alternative,False
alternatively,False
although,False
altogether,False
always,False
a.m.,False
amaze,False
amazed,False
amazing,False
ambition,False
ambulance,False
among,False
amount,True
amount to,False
amuse,False
amused,False
amusing,False
analyse,False
analysis,False
ancient,False
and,True
anger,False
angle,False
angrily,False
angry,False
animal,False
ankle,False
anniversary,False
announce,False
annoy,False
annoyed,False
annoying,False
annual,False
annually,True
another,False
answer,False
anti-,False
anticipate,True
anxiety,False
anxious,False
anxiously,False
any,False
anybody,False
anyone,False
anything,False
anyway,True
anywhere,False
apart,False
apart from,False
apartment,False
apologize,False
apparent,False
apparently,False
appeal,False
appear,False
appearance,False
apple,False
application,False
apply,False
appoint,False
appointment,False
appreciate,True
approach,False
appropriate,False
approval,False
approve,False
approving,False
approximate,False
approximately,False
April,True
area,False
argue,False
argument,False
arise,True
arm,False
armed,False
arms,False
army,False
around,False
arrange,False
arrangement,False
arrest,False
arrival,False
arrive,False
arrive at,False
arrow,False
art,False
article,False
artificial,False
artificially,False
artist,False
artistic,False
artistically,False
as,False
ashamed,False
aside,False
aside from,False
ask,False
asleep,True
aspect,True
assist,False
assistance,False
assistant,False
associate,False
associated,False
association,False
assume,False
assure,False
at,False
atmosphere,False
atom,False
attach,True
attached,False
attack,False
attempt,False
attempted,False
attend,False
attend to,False
attention,False
attitude,False
attorney,False
attract,False
attraction,False
attractive,False
audience,False
August,False
aunt,False
author,True
authority,False
automatic,False
automatically,False
autumn,False
available,False
average,False
avoid,False
awake,False
award,False
aware,False
away,False
awful,False
awfully,True
awkward,False
awkwardly,False
baby,False
back,False
background,False
back up,False
backward,False
backwards,False
bacteria,False
bad,False
badly,False
bad-tempered,False
bag,False
baggage,True
bake,True
balance,False
ball,False
ban,False
band,False
bandage,False
bank,False
bar,False
bargain,False
barrier,False
base,False
based,False
base on,True
basic,False
basically,True
basis,False
bath,False
bathroom,False
battery,False
battle,False
bay,False
be,False
beach,False
beak,False
bear,False
beard,False
beat,False
beat up,False
beautiful,False
beautifully,False
beauty,False
because,False
because of,False
become,False
bed,False
bedroom,True
beef,False
beer,False
before,False
begin,False
beginning,False
behalf,True
behave,False
behaviour,False
behind,False
be left over,False
belief,False
believe,False
believe in,False
bell,False
belong,True
belong to,False
below,False
belt,True
bend,False
beneath,False
benefit,False
bent,False
beside,False
best,False
bet,False
better,False
betting,False
between,False
beyond,False
bicycle,False
bid 1,False
big,False
bike,False
bill,False
billion,False
bin,False
biology,False
bird,False
birth,False
birthday,False
biscuit,False
bit,False
bite,False
bitter,False
bitterly,False
black,False
blade,False
blame,True
blank,False
blind,False
block,False
blonde,False
blood,False
blow,False
blow out,False
blow up,False
blue,False
board,True
boat,True
body,False
boil,False
bomb,False
bone,False
book,False
boot,False
border,False
bore,False
bored,False
boring,False
born,False
borrow,True
boss,False
both,False
bother,False
bottle,False
bottom,False
bound,False
bowl,False
box,False
boy,True
boyfriend,False
brain,False
branch,False
brand,False
brave,False
bread,False
break,False
break down,False
breakfast,False
break in,False
break into,False
break off,False
break out,False
break up,False
breast,False
breath,False
breathe,False
breathe in,False
breathe out,False
breathing,False
breed,False
brick,False
bridge,False
brief,False
briefly,False
bright,False
brightly,False
brilliant,False
bring,False
bring back,False
bring down,False
bring forward,False
bring out,False
bring up,False
broad,True
broadcast,True
broadly,False
broken,True
brother,False
brown,False
brush,False
bubble,False
budget,True
build,False
building,False
build up,False
bullet,False
bunch,False
burn,False
burn down,False
burnt,False
burst,False
burst into,False
burst out,False
bury,False
bus,False
bush,True
business,False
businessman,False
busy,False
but,True
butter,False
button,False
buy,False
buyer,False
by,False
bye,False
cabinet,False
cable,False
cake,False
calculate,False
calculation,False
call,False
call back,True
called,False
call for,False
call off,False
call up,False
calm,False
calm down,False
calmly,False
camera,False
camp,False
campaign,False
camping,True
can 1,False
can 2,False
cancel,False
cancer,False
candidate,False
candy,False
cannot,False
cap,False
capable,False
capacity,False
capital,False
captain,False
capture,False
car,True
card,False
cardboard,False
care,False
career,False
care for,False
careful,False
carefully,False
careless,False
carelessly,False
carpet,False
carrot,False
carry,False
carry on,False
carry out,False
case,False
cash,False
cast,False
castle,False
cat,False
catch,False
catch up,False
category,False
cause,False
CD,True
cease,True
ceiling,False
celebrate,False
celebration,False
cell,False
cell phone,False
cent,False
centimetre,False
central,False
centre,False
century,False
ceremony,False
certain,False
certainly,False
certificate,False
chain,False
chair,False
chairman,False
chairwoman,False
challenge,True
chamber,False
chance,False
change,False
change round,True
channel,False
chapter,False
character,False
characteristic,False
charge,False
charity,False
chart,False
chase,False
chase away,False
chat,False
cheap,False
cheaply,False
cheat,False
cheat of,False
check,False
check in,True
check into,False
check on,False
check out,False
check over,False
check up on,False
cheek,False
cheerful,False
cheerfully,False
cheese,False
chemical,False
chemist,True
chemistry,True
cheque,False
chest,False
chew,False
chicken,True
chief,False
child,False
chin,False
chip,False
chocolate,False
choice,False
choose,False
chop,False
chop down,False
chop off,False
church,False
cigarette,False
cinema,False
circle,False
circumstance,False
citizen,False
city,False
civil,False
claim,False
clap,False
class,False
classic,False
classroom,False
clean,False
clean up,False
clear,False
clearly,False
clear out,True
clear up,False
clerk,False
clever,False
click,False
client,False
climate,False
climb,False
climbing,False
clock,False
close 1,False
close 2,False
closed,False
closely,False
closet,False
cloth,True
clothes,False
clothing,False
cloud,False
club,False
coach,False
coal,False
coast,False
coat,True
code,False
coffee,False
coin,False
cold,False
coldly,False
collapse,False
colleague,True
collect,False
collection,False
college,False
colour,False
coloured,False
column,False
combination,True
combine,False
come,False
come across,False
come down,False
comedy,True
come from,False
come in,False
come off,False
come on,True
come out,False
come round,True
come to,False
come up,False
come up to,False
comfort,False
comfortable,False
comfortably,False
command,False
comment,True
commercial,True
commission,True
commit,False
commitment,False
committee,False
common,False
commonly,False
communicate,False
communication,False
community,False
company,False
compare,False
comparison,False
compete,False
competition,False
competitive,False
complain,False
complaint,True
complete,False
completely,False
complex,False
complicate,False
complicated,False
computer,False
concentrate,False
concentrate on,False
concentration,False
concept,False
concern,True
concerned,True
concerning,True
concert,False
conclude,False
conclusion,False
concrete,False
condition,True
conduct,False
conference,False
confidence,False
confident,False
confidently,False
confine,False
confined,False
confirm,False
conflict,False
confront,False
confuse,False
confused,False
confusing,False
confusion,False
congratulate,False
congratulation,False
congress,False
connect,False
connected,False
connection,False
conscious,False
consequence,False
conservative,False
consider,False
considerable,False
considerably,False
consideration,False
consist,True
consist of,False
constant,False
constantly,False
construct,False
construction,False
consult,False
consumer,False
contact,False
contain,False
container,False
contemporary,False
content 1,False
contest,False
context,False
continent,False
continue,False
continuous,False
continuously,False
contract,False
contrast,False
contrasting,False
contribute,False
contribution,False
control,False
controlled,False
convenient,False
convention,True
conventional,False
conversation,False
convert,False
convince,True
cook,False
cooker,False
cookie,False
cooking,False
cool,True
cool down,False
cope,False
copy,False
core,False
corner,False
correct,False
correctly,False
cost,False
cottage,False
cotton,False
cough,False
coughing,False
could,False
council,False
count,False
counter,False
count on,False
country,False
countryside,False
county,False
couple,False
courage,False
course,False
court,False
cousin,False
cover,False
covered,False
covering,False
cover up,False
cow,False
crack,False
cracked,False
craft,False
crash,False
crazy,False
cream,False
create,False
creature,False
credit,False
credit card,False
crime,False
criminal,False
crisis,False
crisp,False
criterion,False
critical,False
criticism,False
criticize,False
crop,False
cross,False
cross out,False
crowd,False
crowded,False
crown,False
crucial,False
cruel,False
crush,False
cry,False
cry out,False
cultural,False
culture,False
cup,False
cupboard,False
curb,False
cure,False
curious,False
curiously,False
curl,True
curl up,False
curly,False
current,False
currently,False
curtain,False
curve,False
curved,True
custom,False
customer,False
customs,False
cut,False
cut back,False
cut down,False
cut off,False
cut out,False
cut up,False
cycle,False
cycling,False
dad,False
daily,False
damage,False
damp,False
dance,False
dancer,False
dancing,False
danger,False
dangerous,False
dare,False
dark,False
data,False
date,False
date back,False
daughter,False
day,False
dead,False
deaf,False
deal,False
deal in,False
deal with,False
dear,False
death,False
debate,False
debt,False
decade,False
decay,False
December,False
decide,False
decide on,False
decision,True
declare,False
decline,False
decorate,False
decoration,False
decorative,False
decrease,False
deep,False
deeply,False
defeat,False
defence,False
defend,False
define,False
definite,False
definitely,False
definition,True
degree,False
delay,False
deliberate,True
deliberately,False
delicate,False
delight,False
delighted,False
deliver,False
delivery,False
demand,False
demonstrate,False
dentist,True
deny,False
department,False
departure,True
depend,False
depend on,False
deposit,False
depress,False
depressed,False
depressing,True
depth,False
derive,True
derive from,True
describe,False
description,True
desert,False
deserted,False
deserve,False
design,True
desire,False
desk,True
desperate,False
desperately,False
despite,False
destroy,True
destruction,False
detail,False
detailed,False
determination,False
determine,False
determined,False
develop,True
development,False
device,False
devote,False
devoted,False
devote to,True
diagram,False
diamond,False
diary,False
dictionary,False
die,False
die away,False
die out,False
diet,False
difference,False
different,False
differently,False
difficult,False
difficulty,False
dig,False
digital,False
dinner,False
direct,True
direction,True
directly,False
director,False
dirt,False
dirty,False
disabled,False
disadvantage,False
disagree,False
disagreement,False
disagree with doing,False
disappear,False
disappoint,False
disappointed,False
disappointing,False
disappointment,False
disapproval,False
disapprove,False
disapproving,False
disaster,False
disc,False
discipline,False
discount,False
discover,False
discovery,True
discuss,False
discussion,False
disease,False
disgust,False
disgusted,False
disgusting,False
dish,False
dishonest,False
dishonestly,False
disk,False
dislike,True
dismiss,False
display,False
dissolve,False
distance,False
distinguish,False
distribute,False
distribution,False
district,False
disturb,False
disturbing,False
divide,False
division,False
divorce,False
divorced,False
do 1,False
doctor,False
document,False
dog,True
dollar,True
domestic,False
dominate,False
door,False
dot,False
double,False
doubt,False
do up,False
do with,False
do without,True
down,False
downstairs,False
downward,False
downwards,False
dozen,True
draft,False
drag,False
drama,False
dramatic,False
dramatically,False
draw,False
drawer,False
drawing,False
dream,False
dress,False
dressed,False
dress up,False
drink,False
drive,False
drive away,False
drive off,True
driver,False
driving,False
drop,False
drop out,False
drug,False
drugstore,True
drum,False
drunk,False
dry,False
dry off,False
dry up,False
due,False
dull,False
dump,False
during,False
dust,True
duty,False
DVD,False
dying,False
each,True
each other,False
ear,False
early,False
earn,False
earth,True
ease,False
easily,False
east,False
eastern,False
easy,True
eat,False
eat out,False
eat up,False
economic,False
economy,False
edge,False
edition,False
editor,False
educate,False
educated,False
education,False
effect,False
effective,False
effectively,False
efficient,False
efficiently,False
effort,False
e.g.,False
egg,False
eight,False
eighteen,False
eighteenth,False
eighth,False
eightieth,False
eighty,True
either,False
elbow,False
elderly,False
elect,False
election,False
electric,True
electrical,False
electricity,False
electronic,False
elegant,False
element,False
elevator,True
eleven,False
eleventh,False
else,False
elsewhere,False
email,False
embarrass,False
embarrassed,False
embarrassing,False
embarrassment,False
emerge,True
emergency,False
emotion,False
emotional,False
emotionally,False
emphasis,False
emphasize,False
empire,False
employ,False
employee,False
employer,False
employment,False
empty,False
enable,False
encounter,False
encourage,False
encouragement,False
end,False
end in,False
ending,True
end up,True
enemy,False
energy,False
engage,False
engaged,False
engine,True
engineer,False
engineering,False
enjoy,False
enjoyable,False
enjoyment,False
enormous,False
enough,False
enquiry,False
ensure,True
enter,False
entertain,False
entertainer,False
entertaining,False
entertainment,False
enthusiasm,False
enthusiastic,True
enthusiastically,False
entire,False
entirely,False
entitle,False
entrance 1,False
entry,False
envelope,False
environment,False
environmental,False
equal,False
equally,False
equipment,False
equivalent,False
error,False
escape,False
especially,False
essay,False
essential,False
essentially,False
establish,False
estate,False
estimate,False
etc.,False
euro,False
even,False
evening,False
event,False
eventually,True
ever,False
every,False
everybody,False
everyone,False
everything,False
everywhere,False
evidence,False
evil,True
ex-,False
exact,False
exactly,False
exaggerate,False
exaggerated,False
exam,False
examination,False
examine,False
example,False
excellent,False
except,False
exception,False
exchange,False
excite,True
excited,False
excitement,False
exciting,False
exclude,False
excluding,False
excuse,False
executive,False
exercise,False
exhibit,False
exhibition,False
exist,False
existence,False
exit,False
expand,True
expect,False
expectation,False
expected,False
expense,False
expensive,False
experience,False
experienced,False
experiment,False
expert,False
explain,False
explanation,False
explode,False
explore,False
explosion,False
export,True
expose,False
express,False
expression,False
extend,False
extension,True
extensive,False
extent,False
extra,False
extraordinary,False
extreme,False
extremely,False
eye,False
face,False
face up to,False
facility,False
fact,True
factor,False
factory,False
fail,False
failure,False
faint,False
faintly,True
fair,False
fairly,False
faith,True
faithful,False
faithfully,False
fall,False
false,False
fame,False
familiar,False
family,False
famous,False
fan,False
fancy,False
far,False
farm,True
farmer,False
farming,False
farther,False
farthest,False
fashion,False
fashionable,True
fast,False
fasten,False
fat,True
father,False
faucet,True
fault,False
favour,False
favourite,False
fear,False
feather,False
feature,False
February,False
federal,False
fee,False
feed,False
feel,False
feeling,False
fellow,False
female,False
fence,False
festival,False
fetch,False
fever,False
few,False
field,False
fifteen,False
fifteenth,True
fifth,False
fiftieth,True
fifty,False
fight,False
fighting,False
figure,False
figure out,False
file,False
fill,True
fill in,False
fill out,False
fill up,False
film,False
final,True
finally,False
finance,False
financial,False
find,False
find out,False
fine,False
finely,False
finger,False
finish,False
finished,False
finish off,False
fire,False
firm,False
firmly,False
first,False
fish,False
fishing,False
fit,False
fit in,False
five,True
fix,False
fixed,False
flag,False
flame,False
flash,False
flat,False
flavour,False
flesh,False
flight,False
float,False
flood,False
flooded,False
flooding,False
floor,False
flour,True
flow,False
flower,False
flu,True
fly,False
flying,False
focus,False
fold,False
folding,False
follow,False
following,False
follow up,True
food,False
foot,False
football,True
for,False
force,False
forecast,False
foreign,False
forest,True
forever,False
forget,False
forgive,False
fork,False
form,False
formal,False
formally,False
former,False
formerly,False
formula,False
fortieth,True
fortune,False
forty,False
forward,True
found,False
foundation,False
four,False
fourteen,False
fourteenth,False
fourth,False
frame,False
free,False
freedom,False
freely,False
freeze,False
frequent,True
frequently,False
fresh,False
freshly,False
Friday,False
fridge,False
friend,False
friendly,False
friendship,False
frighten,False
frighten away/off,False
frightened,False
frightening,False
from,True
front,False
frozen,False
fruit,False
fry,False
fuel,False
full,False
fully,False
fun,False
function,False
function as,False
fund,False
fundamental,False
funeral,False
funny,True
fur,False
furniture,False
further,False
future,False
gain,False
gallon,False
gamble,False
gambling,False
game,False
gap,False
garage,False
garbage,False
garden,False
gas,False
gasoline,False
gate,False
gather,False
gear,False
general,False
generally,True
generate,False
generation,False
generous,False
generously,False
gentle,True
gentleman,False
gently,True
genuine,False
genuinely,False
geography,False
get,True
get away,False
get away with,False
get back,False
get by,True
get in,False
get into,False
get off,False
get on,False
get on with,False
get out of,False
get over,False
get round,False
get round to,False
get through,False
get up,False
giant,False
gift,False
girl,False
girlfriend,False
give,True
give away,False
give back,False
give in,False
give off,False
give out,False
give up,False
glad,False
glass,False
global,False
glove,False
glue,False
go,False
go ahead,False
goal,False
go away,False
go back,False
go back to,False
go by,True
god,False
go down,True
go into,False
gold,False
good,False
goodbye,False
goods,False
go off,False
go on,False
go on doing,False
go out,False
go out with,False
go over,False
go round,False
go through,False
go through with,False
go to,False
go up,False
govern,False
government,False
governor,False
go with,False
go without,False
grab,False
grade,True
gradual,False
gradually,False
grain,False
gram,False
grammar,False
grand,False
grandchild,False
granddaughter,True
grandfather,False
grandmother,False
grandparent,False
grandson,True
grant,False
grass,False
grateful,False
grave 1,False
gravely,False
great,False
greatly,False
green,False
grey,False
grocery,False
ground,False
group,True
grow,False
growth,True
grow up,False
guarantee,False
guard,False
guess,False
guest,False
guide,False
guilty,False
gun,False
guy,False
habit,False
hair,False
hairdresser,True
half,False
hall,False
hammer,False
hand,False
hand back,False
hand down,False
hand in,False
handle,False
hand out,False
hand over,False
hand round,False
hang,False
hang about,False
hang about with,True
hang around,False
hang around with,False
hang on,False
hang on to,False
hang up,False
happen,False
happen to,False
happily,False
happiness,False
happy,False
hard,False
hardly,False
harm,False
harmful,False
harmless,False
hat,True
hate,False
hatred,False
have,False
have back,False
have on,True
have to,False
he,False
head,False
headache,False
heal,False
health,True
healthy,False
hear,False
hear from,False
hearing,True
hear of,False
heart,False
heat,False
heating,False
heat up,False
heaven,True
heavily,False
heavy,False
heel,False
height,False
hell,False
hello,True
help,False
helpful,True
help out,False
hence,False
her,False
here,False
hero,False
hers,False
herself,True
hesitate,False
hi,False
hide,False
high,False
highlight,False
highly,False
highway,False
hill,False
him,False
himself,True
hip,False
hire,False
hire out,False
his,False
historical,False
history,False
hit,False
hobby,False
hold,False
hold back,False
hold on,True
hold on to,False
hold out,False
hold up,False
hole,False
holiday,True
hollow,False
holy,False
home,False
homework,False
honest,False
honestly,False
honour,False
hook,False
hope,False
horizontal,True
horn,True
horror,False
horse,True
hospital,False
host,False
hot,True
hotel,False
hour,False
house,False
household,False
housing,False
how,False
however,False
huge,False
human,False
humorous,False
humour,False
hundred,False
hundredth,False
hungry,False
hunt,False
hunting,False
hurry,False
hurry up,True
hurt,False
husband,False
I,False
ice,False
ice cream,False
idea,False
ideal,False
identify,False
identify with,True
identity,False
i.e.,True
if,False
ignore,False
ill,False
illegal,False
illegally,False
illness,True
illustrate,True
image,False
imaginary,False
imagination,False
imagine,False
immediate,False
immediately,False
immoral,False
impact,True
impatient,False
implication,False
imply,False
import,True
importance,False
important,False
importantly,True
impose,False
impossible,False
impress,True
impressed,False
impression,False
impressive,False
improve,False
improvement,False
in,False
inability,False
inch,False
incident,False
include,False
including,False
income,False
increase,False
increasingly,False
indeed,True
independence,False
independent,False
independently,False
index,False
indicate,False
indication,False
indirect,True
indirectly,False
individual,False
indoor,False
indoors,False
industrial,False
industry,False
inevitable,False
inevitably,False
infect,False
infected,False
infection,False
infectious,False
influence,False
inform,False
informal,False
information,False
ingredient,False
initial,False
initially,False
initiative,False
injure,False
injured,False
injury,False
ink,False
inner,False
innocent,False
insect,False
insert,False
inside,False
insist,False
insist on,False
insist on doing,False
install,False
instance,False
instead,False
instead of,False
institute,False
institution,False
instruction,False
instrument,False
insult,True
insulting,False
insurance,False
intelligence,False
intelligent,False
intend,False
intended,True
intention,True
interest,True
interested,False
interesting,False
interior,False
internal,False
international,False
Internet,False
interpret,True
interpretation,True
interrupt,False
interruption,False
interval,False
interview,False
into,False
introduce,False
introduction,False
invent,False
invention,False
invest,False
investigate,False
investigation,False
investment,False
invitation,False
invite,False
involve,False
involved,False
involvement,False
iron,False
irritate,False
irritated,False
irritating,True
island,False
issue,False
it,False
item,False
its,False
itself,False
jacket,False
jam,False
January,False
jealous,False
jeans,False
jelly,False
jewellery,False
job,False
join,False
join in,False
joint,False
jointly,False
joke,False
journalist,False
journey,False
joy,False
judge,True
judgement,False
juice,False
July,False
jump,False
June,False
junior,False
just,False
justice,False
justified,False
justify,False
keen,False
keep,False
keep out,False
keep out of,True
keep up,False
keep up with,False
key,False
keyboard,False
kick,False
kid,False
kill,False
killing,False
kilogram,False
kilometre,False
kind,False
kindly,False
kindness,False
king,False
kiss,False
kitchen,False
knee,False
knife,False
knit,False
knitted,False
knitting,False
knock,False
knock down,False
knock out,False
knot,True
know,False
knowledge,False
lab,True
label,False
laboratory,False
labour,False
lack,False
lacking,False
lady,False
lake,False
lamp,False
land,False
landscape,True
lane,False
